,Dropout%,Batch,Epochs,Loss,50th Quantile,%Accept,Overfit
0,0.3,0.3,1000,65.65676697256825,5.182888551354967,48.98336414048059,True
1,0.3,0.3,4000,79.55321227688886,5.471959839597268,45.65619223659889,True
2,0.3,0.3,7000,79.48040891354714,5.331375197796309,47.504621072088725,True
3,0.3,0.3,10000,87.9646224834562,5.793517401802363,45.4713493530499,True
4,0.3,0.4,1000,62.44987807212167,5.012439528363952,49.72273567467653,True
5,0.3,0.4,4000,67.83137340157839,5.224307508817386,46.58040665434381,True
6,0.3,0.4,7000,69.65023176859576,5.319920509888373,47.689463955637706,True
7,0.3,0.4,10000,82.01221980801792,5.180666248972823,47.874306839186694,True
8,0.3,0.5,1000,70.66688893683076,5.712140646556881,44.73197781885398,True
9,0.3,0.5,4000,67.09815641956718,4.9827571807097275,50.27726432532348,True
10,0.3,0.5,7000,69.37692314331281,5.433534304300942,46.58040665434381,True
11,0.3,0.5,10000,89.09391401082883,5.551068500596646,44.91682070240296,True
12,0.3,0.6,1000,77.1399748091777,5.626684700921288,44.73197781885398,False
13,0.3,0.6,4000,64.58094848237945,4.824223979826895,51.20147874306839,True
14,0.3,0.6,7000,73.89142710179807,5.3599571488861315,46.76524953789279,True
15,0.3,0.6,10000,81.35057545942212,5.589952008477578,46.39556377079482,True
16,0.3,0.7,1000,66.03311962473194,5.44596525498892,45.4713493530499,False
17,0.3,0.7,4000,73.5222736013134,5.488188634478497,46.21072088724584,True
18,0.3,0.7,7000,74.61344271534692,5.231129614131628,48.24399260628466,True
19,0.3,0.7,10000,76.70665168409647,5.5523251061885635,46.02587800369686,True
20,0.4,0.3,1000,68.67074969956262,4.850119772921788,52.31053604436229,True
21,0.4,0.3,4000,73.62193556413632,5.196350037958327,48.24399260628466,True
22,0.4,0.3,7000,71.39338260305126,5.378405559593638,47.31977818853974,True
23,0.4,0.3,10000,72.30889850270947,5.561584968877028,46.21072088724584,True
24,0.4,0.4,1000,71.62442357879469,4.983253217723272,50.64695009242144,False
25,0.4,0.4,4000,67.8896918164604,5.030356784199565,49.72273567467653,True
26,0.4,0.4,7000,70.93884373240022,5.566582758664083,45.4713493530499,True
27,0.4,0.4,10000,87.28627259541791,6.123512796550912,43.622920517560075,True
28,0.4,0.5,1000,69.18133815687818,5.578135392973373,44.91682070240296,False
29,0.4,0.5,4000,65.90478208897956,5.24394187807663,47.504621072088725,True
30,0.4,0.5,7000,69.26456249046679,5.064041006154035,49.35304990757856,True
31,0.4,0.5,10000,82.19477972570056,5.782743212609372,43.992606284658045,True
32,0.4,0.6,1000,65.5014212673561,5.423212099476018,46.950092421441774,False
33,0.4,0.6,4000,74.0802252411622,5.09926511289121,48.98336414048059,True
34,0.4,0.6,7000,75.76004638953923,5.420913299458139,47.13493530499076,True
35,0.4,0.6,10000,76.70042295332537,5.474059415667249,46.02587800369686,True
36,0.4,0.7,1000,82.42394143772654,5.716668982393678,44.91682070240296,False
37,0.4,0.7,4000,68.25538436410167,5.08539373546728,49.35304990757856,True
38,0.4,0.7,7000,82.42140626466649,5.551510435318594,46.58040665434381,True
39,0.4,0.7,10000,66.32086246511632,5.56954985398513,45.28650646950093,True
40,0.5,0.3,1000,72.30555557984302,5.30226905104043,48.98336414048059,False
41,0.5,0.3,4000,70.17719356233664,5.412509632861521,46.950092421441774,True
42,0.5,0.3,7000,66.51311501381358,5.165058633555537,49.16820702402958,True
43,0.5,0.3,10000,80.97988712501173,5.395541967347613,45.65619223659889,True
44,0.5,0.4,1000,74.65822079529823,4.829622268676758,51.386321626617374,False
45,0.5,0.4,4000,63.41632895548992,5.357606811903011,48.24399260628466,True
46,0.5,0.4,7000,69.96765941965381,5.134435148587894,48.98336414048059,True
47,0.5,0.4,10000,67.41851503439179,5.086839334522367,49.35304990757856,True
48,0.5,0.5,1000,64.63283427409456,4.949322106703271,50.09242144177449,False
49,0.5,0.5,4000,63.49352954716427,5.202314150083314,48.98336414048059,False
50,0.5,0.5,7000,69.12741473862512,5.179651480953709,48.79852125693161,True
51,0.5,0.5,10000,74.4951341526786,5.826135990231535,45.28650646950093,True
52,0.5,0.6,1000,64.70385266231742,4.9199891771589,50.46210720887245,False
53,0.5,0.6,4000,61.14585221408696,4.5175018356562475,53.789279112754166,True
54,0.5,0.6,7000,63.06484837981557,5.277772730047051,49.16820702402958,True
55,0.5,0.6,10000,68.36284489376047,4.991968860670887,50.09242144177449,True
56,0.5,0.7,1000,70.45067874252686,4.968693296153596,50.27726432532348,False
57,0.5,0.7,4000,67.40317741295327,5.12117344400157,49.35304990757856,True
58,0.5,0.7,7000,70.63303724983483,5.137604835705879,49.16820702402958,True
59,0.5,0.7,10000,73.20793904923246,5.381716701760315,47.874306839186694,True
60,0.6,0.3,1000,70.19151452817229,4.861117519643631,51.940850277264325,False
61,0.6,0.3,4000,64.6382222413576,5.023000795688816,49.53789279112754,True
62,0.6,0.3,7000,70.06626954845493,4.9559290770775775,50.27726432532348,True
63,0.6,0.3,10000,68.12152610821116,5.4159866217105535,46.21072088724584,True
64,0.6,0.4,1000,70.65636118326522,5.195911786642419,47.874306839186694,False
65,0.6,0.4,4000,64.96761692914416,5.051003478860936,49.53789279112754,False
66,0.6,0.4,7000,74.45925601529106,5.177688667739648,48.24399260628466,False
67,0.6,0.4,10000,66.55569180190673,5.233322676265221,47.13493530499076,True
68,0.6,0.5,1000,77.14866693888045,5.547797681983382,43.992606284658045,False
69,0.6,0.5,4000,67.56185164953997,4.791602708061657,51.75600739371534,True
70,0.6,0.5,7000,69.47898603851826,5.507196289261962,45.10166358595194,True
71,0.6,0.5,10000,75.1682107188565,5.5872512346847465,46.02587800369686,True
72,0.6,0.6,1000,81.03873392834902,5.307582333997207,47.689463955637706,False
73,0.6,0.6,4000,65.3117898458033,5.274122576341561,48.24399260628466,False
74,0.6,0.6,7000,68.00370689857469,5.153508765964107,48.24399260628466,True
75,0.6,0.6,10000,73.22566709677085,5.253300233483873,47.31977818853974,True
76,0.6,0.7,1000,67.55926900077439,5.08783034961748,48.79852125693161,False
77,0.6,0.7,4000,67.43438524679864,5.322961262294225,47.874306839186694,False
78,0.6,0.7,7000,72.30562922958967,5.831645965576172,44.73197781885398,True
79,0.6,0.7,10000,67.56078177855768,5.351823046060602,46.950092421441774,True
80,0.7,0.3,1000,67.56363635671337,4.799854224251337,52.68022181146026,False
81,0.7,0.3,4000,61.721465161899985,5.066024532163048,49.35304990757856,True
82,0.7,0.3,7000,63.36384755978963,5.484937175627676,45.4713493530499,True
83,0.7,0.3,10000,66.9500671288002,5.2985483785026,48.24399260628466,True
84,0.7,0.4,1000,81.8943780275017,5.108448606548887,48.98336414048059,False
85,0.7,0.4,4000,57.833443495350274,4.873282460905568,50.83179297597042,False
86,0.7,0.4,7000,66.58855635665921,4.720859946491563,51.940850277264325,False
87,0.7,0.4,10000,80.26054619244418,5.978879517815569,41.21996303142329,True
88,0.7,0.5,1000,86.14239817846725,5.344034878475708,47.504621072088725,False
89,0.7,0.5,4000,65.4626565534835,5.069419619865476,49.53789279112754,False
90,0.7,0.5,7000,65.58571451296427,4.861861311737748,50.64695009242144,True
91,0.7,0.5,10000,61.22877158343021,5.508461098658444,45.65619223659889,True
92,0.7,0.6,1000,76.60495275754805,5.101984173643821,49.53789279112754,False
93,0.7,0.6,4000,72.56061314214399,5.261071582173198,48.24399260628466,False
94,0.7,0.6,7000,56.70707870455194,4.72412471634021,52.495378927911275,False
95,0.7,0.6,10000,63.06333498857819,5.13507743934532,49.16820702402958,False
96,0.7,0.7,1000,80.34055522982162,5.167201567543536,48.79852125693161,False
97,0.7,0.7,4000,69.28299012245841,5.265836270269521,47.689463955637706,False
98,0.7,0.7,7000,64.47212840448687,5.249501113131512,47.874306839186694,False
99,0.7,0.7,10000,61.902914389224236,5.301219496779778,46.58040665434381,False
100,0.8,0.3,1000,74.05918031082577,5.188020789067023,48.98336414048059,False
101,0.8,0.3,4000,62.070626080807386,4.988125101577918,50.27726432532348,False
102,0.8,0.3,7000,68.67821885565513,4.970053234180821,50.27726432532348,True
103,0.8,0.3,10000,73.99098971326337,5.456270853678383,45.10166358595194,False
104,0.8,0.4,1000,72.32143624917417,4.86623304501466,50.83179297597042,False
105,0.8,0.4,4000,70.24978574234545,4.795198686661259,51.386321626617374,False
106,0.8,0.4,7000,69.43100822434629,5.158656558072771,48.79852125693161,False
107,0.8,0.4,10000,70.83734181627989,5.279766008174619,48.428835489833645,True
108,0.8,0.5,1000,73.35116170999524,5.186619676736004,48.79852125693161,False
109,0.8,0.5,4000,64.98785721925182,4.618497899470438,52.68022181146026,False
110,0.8,0.5,7000,63.5147642040429,4.977105586624813,50.27726432532348,False
111,0.8,0.5,10000,63.71498581750556,5.370802796731784,47.31977818853974,False
112,0.8,0.6,1000,83.42191388029708,5.226856806921581,47.31977818853974,False
113,0.8,0.6,4000,75.67663895753307,5.538363857507375,46.39556377079482,False
114,0.8,0.6,7000,67.94642311984641,4.827127365678445,50.64695009242144,False
115,0.8,0.6,10000,68.45307578264895,5.408685141085934,47.13493530499076,True
116,0.8,0.7,1000,87.00018860540196,5.326515271349351,46.950092421441774,False
117,0.8,0.7,4000,59.04451432289786,4.921925030096116,51.01663585951941,False
118,0.8,0.7,7000,62.624844986497806,4.763478253338793,51.20147874306839,False
119,0.8,0.7,10000,65.6780100626778,5.454067350372554,46.58040665434381,True
120,0.9,0.3,1000,84.86925113135037,5.6626456811362225,45.28650646950093,False
121,0.9,0.3,4000,68.09665655957573,4.897284251329509,50.83179297597042,False
122,0.9,0.3,7000,64.4878191992007,5.225487514208719,48.428835489833645,False
123,0.9,0.3,10000,69.62894284570945,5.4991686933937824,45.84103512014787,False
124,0.9,0.4,1000,86.41558548791572,5.303800900777183,46.21072088724584,False
125,0.9,0.4,4000,74.04701002336033,5.272283349300455,47.874306839186694,False
126,0.9,0.4,7000,64.41917408856798,4.948175339311257,50.27726432532348,False
127,0.9,0.4,10000,72.65600196711458,5.460298018022016,47.13493530499076,True
128,0.9,0.5,1000,92.41464803135109,5.579985454372508,46.39556377079482,False
129,0.9,0.5,4000,76.66705755209085,5.244933240973184,48.24399260628466,False
130,0.9,0.5,7000,71.74467069164001,5.30570209474492,46.58040665434381,False
131,0.9,0.5,10000,70.93002585871163,5.358784210162153,45.65619223659889,False
132,0.9,0.6,1000,101.45801139450778,5.529330229653567,46.02587800369686,False
133,0.9,0.6,4000,81.46301897087731,4.7748881253329145,51.571164510166355,False
134,0.9,0.6,7000,68.94258944076002,5.09186593535121,49.16820702402958,False
135,0.9,0.6,10000,72.48334092794197,5.716845270723351,42.883548983364136,False
136,0.9,0.7,1000,87.02673321510639,5.5960653948165495,43.438077634011094,False
137,0.9,0.7,4000,69.21866616127451,4.611918853501145,53.41959334565619,False
138,0.9,0.7,7000,72.41254181077431,5.176598799856091,47.874306839186694,False
139,0.9,0.7,10000,66.6915918374899,5.341688458628964,47.13493530499076,False
