Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
391,Abdel Nader\naderab01,SF,28,PHO,14,145,5.1,.431,.400,.286,3.0,16.2,9.8,6.1,2.7,2.4,21.8,15.0,,-0.3,0.3,0.0,-0.001,,-7.0,1.9,-5.1,-0.1
392,Larry Nance Jr.\nancela02,PF,29,POR,37,858,14.9,.581,.313,.247,7.3,19.8,13.5,12.3,2.2,1.4,11.0,12.5,,1.5,0.6,2.1,.116,,0.2,0.4,0.6,0.6
393,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,5,40,11.0,.463,.091,.182,0.0,5.2,2.7,35.6,0.0,0.0,7.8,14.1,,0.1,0.0,0.1,.101,,-2.8,-1.5,-4.3,0.0
394,Aaron Nesmith\nesmiaa01,SF,22,BOS,28,300,4.0,.443,.688,.097,2.8,14.1,8.4,4.8,1.3,0.3,14.9,16.7,,-0.5,0.3,-0.2,-0.027,,-6.2,-0.6,-6.7,-0.4
395,Raul Neto\netora01,PG,29,WAS,35,716,10.7,.505,.246,.233,1.1,10.3,5.8,19.6,1.7,0.1,13.9,18.8,,0.0,0.4,0.4,.026,,-3.5,-0.5,-4.1,-0.4
396,Malik Newman\newmama01,PG,24,CLE,1,8,29.3,.680,.200,.400,0.0,13.0,6.7,27.7,0.0,0.0,14.5,37.6,,0.0,0.0,0.0,.207,,6.8,0.0,6.8,0.0
397,Georges Niang\niangge01,PF,28,PHI,35,807,12.4,.587,.615,.122,1.5,11.2,6.4,8.7,1.1,0.9,7.9,18.3,,0.9,0.6,1.5,.090,,-0.5,-1.0,-1.5,0.1
398,Daishen Nix\nixda01,SG,19,HOU,8,67,17.6,.704,.350,.150,1.6,14.6,8.1,24.7,5.0,0.0,29.7,19.2,,0.0,0.1,0.1,.072,,-0.8,2.1,1.3,0.1
399,Zeke Nnaji\nnajize01,PF,21,DEN,23,338,13.0,.583,.454,.361,8.0,14.5,11.3,3.4,0.7,1.9,5.9,15.7,,0.5,0.3,0.8,.119,,-0.7,-1.6,-2.3,0.0
400,Nerlens Noel\noelne01,C,27,NYK,17,393,12.1,.579,.047,.419,10.0,17.1,13.6,4.9,2.3,6.2,22.8,7.4,,0.4,0.6,1.0,.122,,-2.8,2.2,-0.7,0.1
401,Jaylen Nowell\nowelja01,SG,22,MIN,27,364,18.8,.554,.343,.189,2.2,13.3,7.5,23.9,2.1,1.4,7.1,22.6,,0.8,0.4,1.2,.156,,1.6,0.6,2.2,0.4
402,Frank Ntilikina\ntilila01,PG,23,DAL,30,437,10.2,.499,.514,.136,1.5,10.2,5.8,14.9,2.4,0.6,11.9,17.2,,0.0,0.6,0.6,.064,,-3.1,1.1,-1.9,0.0
403,Jusuf Nurkić\nurkiju01,C,27,POR,37,980,20.5,.595,.099,.439,10.0,33.2,21.4,16.3,2.1,1.8,16.3,22.4,,1.8,1.0,2.8,.138,,0.5,0.4,0.9,0.7
404,David Nwaba\nwabada01,SF,29,HOU,33,469,15.8,.547,.248,.333,6.8,23.1,15.0,8.8,2.2,3.6,8.5,16.0,,0.6,0.4,1.0,.105,,-0.4,0.0,-0.4,0.2
405,Jordan Nwora\nworajo01,SF,23,MIL,33,698,12.0,.531,.511,.062,3.8,16.2,10.1,7.6,1.1,1.9,11.0,19.5,,0.1,0.7,0.9,.061,,-1.1,-0.9,-2.0,0.0
406,Royce O'Neale\onealro01,SF,28,UTA,38,1191,11.4,.632,.649,.149,3.2,13.4,8.5,10.3,2.1,1.4,14.3,9.4,,1.7,1.4,3.2,.127,,-0.1,2.2,2.1,1.3
407,Semi Ojeleye\ojelese01,PF,27,MIL,16,287,3.7,.318,.576,.167,9.3,11.5,10.4,2.2,0.7,1.7,6.6,11.3,,-0.3,0.2,0.0,-0.008,,-5.8,-2.1,-7.9,-0.4
408,Chuma Okeke\okekech01,PF,23,ORL,30,690,9.8,.448,.541,.131,3.1,17.1,10.0,9.5,2.7,1.6,10.4,17.0,,-0.6,0.7,0.1,.009,,-3.5,0.8,-2.7,-0.1
409,Josh Okogie\okogijo01,SG,23,MIN,26,354,7.9,.464,.462,.477,6.6,10.3,8.4,6.6,2.2,2.5,16.0,11.0,,0.0,0.4,0.4,.049,,-4.3,0.8,-3.4,-0.1
410,Onyeka Okongwu\okongon01,C,21,ATL,7,161,19.2,.785,.000,.457,9.4,19.4,14.4,7.2,1.2,5.0,19.2,14.1,,0.5,0.1,0.6,.185,,-0.4,1.1,0.8,0.1
411,Isaac Okoro\okorois01,SF,21,CLE,27,767,10.2,.552,.398,.291,4.8,8.8,6.9,9.2,1.4,0.8,12.3,14.4,,0.6,0.9,1.5,.095,,-2.5,0.7,-1.8,0.0
412,KZ Okpala\okpalkz01,PF,22,MIA,21,244,10.8,.521,.377,.159,5.0,13.7,9.4,8.3,0.8,3.1,6.3,14.3,,0.2,0.3,0.5,.101,,-2.7,0.0,-2.6,0.0
413,Cameron Oliver\oliveca01,SF,25,ATL,2,43,22.2,.705,.200,.200,5.1,10.0,7.5,11.3,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,.223,,2.7,-0.8,1.8,0.0
414,Kelly Olynyk\olynyke01,C,30,DET,10,230,18.4,.551,.418,.357,5.7,19.9,12.4,17.8,2.9,2.8,11.7,23.9,,0.2,0.3,0.5,.106,,1.1,2.0,3.2,0.3
415,Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,17.4,.518,.400,.800,12.0,31.0,21.3,15.9,0.0,0.0,0.0,16.8,,0.1,0.0,0.1,.204,,3.5,0.5,4.0,0.0
416,Miye Oni\onimi01,SG,24,UTA,16,44,0.5,.265,.889,.111,2.6,14.1,8.6,13.9,0.0,0.0,9.6,10.2,,-0.1,0.0,0.0,-0.029,,-7.3,-0.5,-7.8,-0.1
417,Cedi Osman\osmande01,SF,26,CLE,29,664,15.8,.598,.648,.191,2.0,10.3,6.3,11.8,2.2,1.1,8.6,20.0,,1.1,1.0,2.0,.148,,1.6,1.8,3.3,0.9
418,Daniel Oturu\oturuda01,C,22,TOR,3,27,13.7,.549,.167,.833,3.8,16.9,10.0,0.0,0.0,7.3,0.0,12.9,,0.0,0.0,0.1,.117,,-2.4,-3.0,-5.4,0.0
419,Kelly Oubre Jr.\oubreke01,SF,26,CHO,40,1128,16.2,.582,.587,.174,3.5,11.4,7.3,6.5,1.9,1.2,7.0,23.0,,1.5,0.4,2.0,.083,,1.1,-2.0,-0.8,0.3
420,Jaysean Paige\paigeja01,PG,27,DET,1,7,-22.3,.000,.667,.000,0.0,16.3,7.7,18.8,0.0,0.0,25.0,24.4,,-0.1,0.0,-0.1,-0.579,,-25.0,-6.7,-31.7,0.0
421,Trayvon Palmer\palmetr01,SG,27,DET,1,17,-5.7,.000,.000,.000,0.0,13.5,6.3,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.135,,-13.3,-2.1,-15.4,-0.1
422,Kevin Pangos\pangoke01,PG,29,CLE,18,157,7.1,.417,.578,.089,1.4,5.3,3.4,26.1,0.6,0.0,13.0,15.0,,0.0,0.1,0.1,.034,,-4.0,-1.9,-5.9,-0.2
423,Jabari Parker\parkeja01,PF,26,BOS,12,112,15.5,.632,.421,.237,4.7,22.2,13.4,8.4,1.8,0.8,16.0,19.6,,0.2,0.2,0.3,.135,,-0.2,0.5,0.3,0.1
424,Eric Paschall\pascher01,PF,25,UTA,28,317,11.8,.573,.538,.429,5.7,10.8,8.4,7.7,0.5,0.8,11.5,16.6,,0.5,0.2,0.7,.102,,-0.8,-1.1,-1.9,0.0
425,Chris Paul\paulch01,PG,36,PHO,40,1290,20.4,.564,.269,.273,1.2,12.6,7.0,43.6,2.9,0.7,15.6,19.6,,3.4,2.3,5.7,.210,,2.5,2.3,4.8,2.2
426,Cameron Payne\payneca01,PG,27,PHO,35,711,12.1,.481,.345,.171,2.3,12.1,7.3,25.9,1.5,1.4,15.3,26.5,,-0.5,1.0,0.5,.034,,-1.7,0.0,-1.7,0.1
427,Elfrid Payton\paytoel01,PG,27,PHO,21,255,8.2,.422,.057,.172,4.7,13.2,9.1,21.2,2.1,0.7,19.7,19.7,,-0.4,0.4,0.0,-0.002,,-4.9,0.9,-3.9,-0.1
428,Gary Payton II\paytoga02,PG,29,GSW,39,663,21.3,.718,.345,.195,7.5,15.8,11.9,7.1,4.0,1.3,8.0,15.5,,1.9,1.6,3.5,.252,,2.3,3.6,5.9,1.3
429,Norvel Pelle\pelleno01,C,28,UTA,3,19,12.4,.600,.000,.000,18.0,16.3,17.1,0.0,0.0,4.5,28.6,15.9,,0.0,0.0,0.0,.046,,-2.5,-4.4,-6.9,0.0
430,Reggie Perry\perryre01,PF,21,POR,2,41,8.9,.557,.222,.222,5.3,13.7,9.4,6.9,1.2,0.0,9.2,11.6,,0.0,0.0,0.1,.064,,-4.1,-2.1,-6.3,0.0
431,Jamorko Pickett\pickeja01,PF,24,DET,6,47,-4.2,.150,.700,.000,4.3,17.0,10.3,2.9,0.0,1.9,23.1,11.8,,-0.2,0.0,-0.2,-0.190,,-9.4,-4.2,-13.6,-0.1
432,Theo Pinson\pinsoth01,SF,26,DAL,10,93,10.0,.435,.741,.148,0.0,19.2,9.4,17.8,2.2,2.0,6.5,14.8,,0.0,0.2,0.2,.079,,-2.7,2.3,-0.4,0.0
433,Mason Plumlee\plumlma01,C,31,CHO,32,788,14.7,.577,.007,.473,9.8,21.0,15.2,14.9,1.7,3.4,17.0,11.7,,1.3,0.6,1.9,.116,,-1.3,1.2,-0.1,0.4
434,Jakob Poeltl\poeltja01,C,26,SAS,33,941,19.3,.576,.000,.250,14.8,17.6,16.2,13.8,1.1,4.2,13.2,18.4,,1.7,1.1,2.8,.143,,0.4,0.1,0.5,0.6
435,Aleksej Pokusevski\pokusal01,PF,20,OKC,36,544,8.1,.414,.451,.073,6.0,21.4,13.5,11.4,1.6,3.0,17.4,19.2,,-1.2,0.7,-0.5,-0.042,,-5.2,0.3,-5.0,-0.4
436,Yves Pons\ponsyv01,SF,22,MEM,6,21,4.3,.387,.333,.667,9.9,15.5,12.6,0.0,0.0,0.0,0.0,7.7,,0.0,0.0,0.0,.025,,-3.7,-2.8,-6.5,0.0
437,Jordan Poole\poolejo01,SG,22,GSW,34,1007,14.5,.579,.556,.229,0.9,10.1,5.7,18.0,1.5,0.9,13.8,25.3,,0.9,1.5,2.4,.115,,-0.3,0.2,-0.2,0.5
438,Kevin Porter Jr.\porteke02,PG,21,HOU,26,773,9.3,.463,.479,.285,3.0,12.9,8.0,29.7,2.0,1.1,22.4,24.3,,-1.3,0.3,-1.0,-0.063,,-3.2,-1.9,-5.0,-0.6
439,Michael Porter Jr.\portemi01,SF,23,DEN,9,265,8.0,.416,.466,.087,3.8,20.6,12.3,9.3,1.9,0.7,10.1,20.0,,-0.5,0.3,-0.1,-0.025,,-3.8,0.2,-3.6,-0.1
440,Otto Porter Jr.\porteot01,PF,28,GSW,34,729,15.5,.586,.594,.107,5.6,19.7,12.9,9.9,2.2,2.1,7.9,15.2,,1.1,1.5,2.7,.175,,1.1,2.2,3.3,1.0
441,Bobby Portis\portibo01,C,26,MIL,34,965,19.2,.582,.364,.170,10.7,23.1,17.0,7.5,1.3,2.9,11.1,22.4,,1.7,1.4,3.1,.155,,1.5,-0.8,0.7,0.7
442,Kristaps Porziņģis\porzikr01,PF,26,DAL,26,791,23.7,.563,.342,.330,7.6,21.3,14.4,13.4,1.3,5.1,7.4,29.0,,1.8,1.4,3.2,.192,,3.8,0.6,4.4,1.3
443,Micah Potter\pottemi01,C,23,DET,3,31,13.9,.505,.182,.182,13.1,18.4,15.6,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,.077,,-4.2,-3.2,-7.4,0.0
444,Dwight Powell\poweldw01,C,30,DAL,40,813,16.2,.669,.164,.463,10.8,14.2,12.4,8.1,1.2,1.7,12.0,13.3,,2.2,1.0,3.2,.189,,-0.4,0.5,0.1,0.4
445,Myles Powell\powelmy01,PG,24,PHI,5,37,2.5,.427,.333,.167,3.0,11.8,7.4,7.6,1.4,0.0,18.9,19.3,,-0.1,0.0,-0.1,-0.083,,-9.6,-1.9,-11.5,-0.1
446,Norman Powell\powelno01,SF,28,POR,34,1120,16.2,.590,.405,.360,1.4,8.4,4.8,10.5,1.5,1.3,8.8,22.9,,2.0,0.2,2.2,.094,,1.0,-1.8,-0.8,0.3
447,Joshua Primo\primojo01,SG,19,SAS,17,229,10.5,.518,.536,.145,3.1,9.2,6.1,11.8,1.5,3.3,14.1,15.8,,0.0,0.2,0.2,.046,,-1.4,0.1,-1.3,0.1
448,Taurean Prince\princta02,PF,27,MIN,30,445,8.3,.507,.643,.178,2.7,12.2,7.2,8.1,1.4,1.6,11.5,14.7,,0.1,0.4,0.5,.049,,-3.1,-0.1,-3.2,-0.1
449,Payton Pritchard\pritcpa01,SG,24,BOS,31,420,9.8,.489,.641,.052,3.0,11.9,7.4,19.7,0.6,0.9,12.8,18.8,,0.1,0.3,0.4,.044,,-1.4,-1.4,-2.7,-0.1
450,Trevelin Queen\queentr01,SG,24,HOU,8,69,15.7,.610,.759,.103,7.9,14.1,11.0,7.1,3.5,0.0,18.8,23.0,,0.0,0.0,0.1,.048,,0.6,-0.9,-0.3,0.0
451,Neemias Queta\quetane01,C,22,SAC,4,34,11.3,.431,.000,.364,12.5,18.8,15.7,12.4,1.4,2.4,13.6,18.5,,0.0,0.0,0.0,.028,,-4.0,-0.2,-4.2,0.0
452,Immanuel Quickley\quickim01,PG,22,NYK,37,846,13.3,.545,.584,.214,1.6,9.4,5.5,18.8,1.4,0.3,10.8,21.4,,1.0,0.5,1.6,.090,,-0.3,-0.9,-1.3,0.2
453,Jahmi'us Ramsey\ramseja01,SG,20,SAC,15,83,7.5,.456,.324,.294,1.3,5.1,3.2,5.5,0.6,1.0,5.0,20.8,,-0.1,0.0,-0.1,-0.041,,-3.9,-3.2,-7.1,-0.1
454,Julius Randle\randlju01,PF,27,NYK,39,1384,15.9,.511,.337,.275,5.3,25.7,15.4,23.5,1.1,1.6,15.7,27.6,,0.0,1.7,1.7,.061,,0.3,-0.1,0.1,0.7
455,Austin Reaves\reaveau01,SG,23,LAL,22,447,9.6,.654,.568,.273,1.7,9.9,5.9,7.1,0.7,0.6,10.9,10.6,,0.6,0.2,0.9,.095,,-2.4,-0.6,-3.0,-0.1
456,Cam Reddish\reddica01,SF,22,ATL,34,797,13.4,.537,.446,.233,2.7,8.6,5.7,7.0,2.2,1.2,10.4,23.1,,0.3,0.4,0.7,.040,,-0.7,-1.1,-1.8,0.0
457,Davon Reed\reedda01,SG,26,DEN,14,233,11.6,.526,.451,.098,3.4,17.8,10.7,10.5,3.2,0.8,7.0,10.9,,0.2,0.4,0.6,.117,,-2.4,2.8,0.4,0.1
458,Paul Reed\reedpa01,C,22,PHI,19,179,13.8,.482,.095,.143,12.5,15.8,14.2,7.9,3.4,5.1,13.6,13.0,,0.1,0.3,0.4,.114,,-3.7,1.7,-2.0,0.0
459,Naz Reid\reidna01,C,22,MIN,38,634,17.1,.558,.357,.294,9.1,16.5,12.7,7.0,1.4,5.7,10.9,22.4,,0.8,0.8,1.6,.124,,-0.4,0.1,-0.2,0.3
460,Nick Richards\richani01,C,24,CHO,31,287,18.4,.723,.000,.397,9.6,15.5,12.5,5.4,1.5,6.3,17.3,15.3,,0.7,0.2,0.9,.155,,-1.5,0.1,-1.4,0.0
461,Josh Richardson\richajo01,SG,28,BOS,29,756,13.3,.582,.423,.243,2.5,8.6,5.5,8.3,1.7,1.7,8.0,16.7,,1.1,0.8,1.9,.119,,-0.6,0.7,0.1,0.4
462,Austin Rivers\riverau01,SG,29,DEN,29,595,6.1,.494,.648,.113,2.1,7.9,5.0,7.2,1.2,0.3,12.1,14.2,,-0.3,0.4,0.1,.008,,-4.2,-0.8,-5.0,-0.5
463,Duncan Robinson\robindu01,SG,27,MIA,37,1042,11.0,.551,.828,.077,1.6,11.9,6.8,7.9,1.2,0.8,6.1,18.2,,1.0,1.0,2.0,.093,,-0.1,-0.3,-0.5,0.4
464,Justin Robinson\robinju01,PG,24,TOT,25,304,3.9,.404,.656,.086,1.4,6.0,3.7,14.5,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.045,,-6.3,-1.5,-7.8,-0.4
464,Justin Robinson\robinju01,PG,24,MIL,17,198,4.6,.415,.649,.035,1.1,5.7,3.4,14.1,2.0,0.0,16.0,14.9,,-0.2,0.2,-0.1,-0.018,,-6.1,-0.6,-6.7,-0.2
464,Justin Robinson\robinju01,PG,24,SAC,3,15,-13.5,.125,.375,.000,0.0,7.1,3.6,17.4,0.0,0.0,11.1,25.6,,-0.1,0.0,-0.1,-0.447,,-18.0,-7.9,-25.9,-0.1
464,Justin Robinson\robinju01,PG,24,DET,5,91,5.2,.457,.750,.214,2.2,6.3,4.1,15.0,0.5,1.0,14.0,16.7,,-0.1,0.0,-0.1,-0.038,,-4.8,-2.5,-7.3,-0.1
465,Mitchell Robinson\robinmi01,C,23,NYK,37,922,19.5,.755,.000,.529,14.6,20.3,17.4,2.9,1.0,6.3,12.9,10.4,,2.8,1.3,4.1,.213,,0.5,0.6,1.1,0.7
466,Jeremiah Robinson-Earl\robinje02,C,21,OKC,36,819,11.4,.523,.517,.165,7.4,17.9,12.5,6.0,1.1,1.2,10.9,15.0,,0.4,0.8,1.1,.066,,-2.1,-0.8,-2.8,-0.2
467,Isaiah Roby\robyis01,PF,23,OKC,18,246,17.7,.649,.262,.250,8.1,16.4,12.2,9.1,0.8,2.3,13.9,19.0,,0.5,0.2,0.7,.137,,0.4,-0.5,-0.1,0.1
468,Rajon Rondo\rondora01,PG,35,TOT,21,354,8.4,.436,.463,.084,3.4,14.6,9.1,30.3,2.0,1.3,29.4,16.9,,-0.5,0.4,0.0,-0.007,,-3.6,0.5,-3.1,-0.1
468,Rajon Rondo\rondora01,PG,35,LAL,18,289,6.8,.383,.423,.028,3.7,13.9,8.9,29.9,2.0,1.6,32.1,15.7,,-0.5,0.3,-0.2,-0.039,,-4.5,0.2,-4.3,-0.2
468,Rajon Rondo\rondora01,PG,35,CLE,3,65,15.9,.582,.583,.250,1.7,17.6,9.9,32.0,2.3,0.0,20.8,22.7,,0.1,0.1,0.2,.136,,0.7,1.8,2.5,0.1
469,Derrick Rose\rosede01,PG,33,NYK,26,636,17.7,.541,.336,.113,3.5,9.7,6.6,27.7,1.7,1.8,11.9,22.8,,0.9,0.5,1.5,.112,,2.6,-0.6,2.1,0.7
470,Terrence Ross\rosste01,SG,30,ORL,33,868,12.6,.542,.454,.280,1.6,9.8,5.6,13.7,1.2,0.7,11.6,21.9,,0.3,0.3,0.7,.036,,-1.1,-1.2,-2.3,-0.1
471,Terry Rozier\roziete01,SG,27,CHO,32,1023,17.2,.558,.499,.152,2.2,10.9,6.4,15.9,1.8,1.3,6.8,23.0,,1.6,0.3,2.0,.093,,2.3,-1.2,1.1,0.8
472,Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.4,.488,.423,.251,1.7,13.5,7.8,34.5,2.5,0.6,16.5,24.7,,0.2,1.6,1.7,.086,,-0.7,1.2,0.5,0.6
473,D'Angelo Russell\russeda01,PG,25,MIN,31,1021,16.4,.524,.523,.199,1.2,11.2,6.0,33.6,1.4,1.6,12.7,25.8,,1.4,0.8,2.2,.103,,2.4,-1.0,1.4,0.8
474,Domantas Sabonis\sabondo01,C,25,IND,40,1395,22.8,.649,.196,.457,10.3,27.9,19.1,21.2,1.5,1.0,17.4,22.3,,4.0,1.7,5.7,.197,,3.5,1.0,4.5,2.3
475,Olivier Sarr\sarrol01,C,22,OKC,2,14,15.1,.515,.333,.667,0.0,37.0,18.1,0.0,0.0,13.6,0.0,12.0,,0.0,0.0,0.0,.145,,-3.1,2.9,-0.2,0.0
476,Tomáš Satoranský\satorto01,SG,30,NOP,31,462,7.0,.386,.291,.243,4.1,10.8,7.4,21.1,1.5,0.2,16.8,12.7,,-0.2,0.2,-0.1,-0.006,,-4.8,-0.8,-5.6,-0.4
477,Jordan Schakel\schakjo01,SG,23,WAS,2,14,-10.6,.000,.500,.000,15.9,7.6,11.7,0.0,0.0,0.0,0.0,19.0,,-0.1,0.0,-0.1,-0.388,,-11.9,-8.5,-20.5,-0.1
478,Admiral Schofield\schofad01,SF,24,ORL,10,156,7.5,.590,.472,.028,1.4,18.6,9.9,8.9,0.3,1.8,18.0,12.3,,0.0,0.1,0.1,.024,,-4.8,-0.6,-5.4,-0.1
479,Dennis Schröder\schrode01,SG,28,BOS,34,1073,13.9,.534,.317,.260,1.9,9.7,5.7,23.5,1.3,0.3,13.4,23.9,,0.8,0.9,1.7,.077,,-1.2,-1.0,-2.2,-0.1
480,Tre Scott\scotttr01,SF,25,CLE,2,11,20.7,.500,.167,.000,10.2,9.4,9.8,0.0,4.5,8.0,0.0,23.9,,0.0,0.0,0.0,.156,,-4.8,1.8,-2.9,0.0
481,Jay Scrubb\scrubja01,SG,21,LAC,13,74,13.1,.478,.500,.176,1.5,9.7,5.7,15.0,2.0,3.4,7.6,23.5,,0.0,0.1,0.1,.045,,-2.2,-0.2,-2.4,0.0
482,Wayne Selden\seldewa01,SG,27,NYK,3,19,4.6,.434,.500,1.000,0.0,5.7,2.8,7.3,0.0,0.0,0.0,13.4,,0.0,0.0,0.0,.010,,-4.1,-2.3,-6.4,0.0
483,Alperen Şengün\sengual01,C,19,HOU,35,644,18.2,.579,.177,.536,10.2,18.0,14.1,22.8,2.4,4.3,20.0,22.4,,0.8,0.6,1.4,.105,,-0.4,1.2,0.8,0.5
484,Collin Sexton\sextoco01,SG,23,CLE,11,316,11.6,.523,.298,.258,4.6,7.6,6.1,11.9,1.6,0.0,15.6,27.6,,-0.3,0.3,0.1,.012,,-3.2,-0.6,-3.7,-0.1
485,Landry Shamet\shamela01,SG,24,PHO,36,737,10.5,.536,.684,.160,1.3,9.3,5.4,10.1,1.2,0.4,7.4,16.5,,0.6,0.8,1.4,.092,,-0.7,0.2,-0.6,0.3
486,Day'Ron Sharpe\sharpda01,PF,20,BRK,14,114,22.5,.634,.070,.395,26.3,19.6,22.8,2.9,1.3,4.6,19.2,23.7,,0.2,0.2,0.4,.170,,-0.2,-2.0,-2.2,0.0
487,Pascal Siakam\siakapa01,PF,27,TOR,25,893,19.4,.547,.212,.313,5.8,20.2,12.6,21.0,1.4,2.1,11.8,25.5,,1.6,0.9,2.4,.131,,2.2,0.0,2.2,0.9
488,Chris Silva\silvach01,PF,25,TOT,6,64,16.7,.708,.000,.692,17.5,29.7,23.5,6.8,0.0,0.0,19.1,14.5,,0.2,0.1,0.3,.212,,-1.9,-0.6,-2.5,0.0
488,Chris Silva\silvach01,PF,25,MIN,1,3,3.9,,,,0.0,36.8,17.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.058,,-5.8,-1.1,-6.9,0.0
488,Chris Silva\silvach01,PF,25,MIA,5,61,17.4,.708,.000,.692,18.3,29.3,23.8,7.2,0.0,0.0,19.1,15.2,,0.2,0.1,0.3,.219,,-1.7,-0.6,-2.3,0.0
